Date,Close,High,Low,Open,Volume,Ticker,Daily Return,SMA_20,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL,,,,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2022-03-11,152.06336975097656,156.53495777871652,151.83733778352595,156.19098370126798,96970100.0,AAPL,-0.02390886417346283,161.57853469848632,,,,,,,,,,,,,,,,,,,,
2022-03-14,148.02426147460938,151.46394366792006,147.51323377431098,148.8399593370934,108732100.0,AAPL,-0.026562006898714352,160.69306411743165,,,,,,,,,,,,,,,,,,,,
2022-03-15,152.4171905517578,152.88892907582556,147.78837062747488,148.29939820148408,92964300.0,AAPL,0.029677088292056508,160.01544647216798,,,,,,,,,,,,,,,,,,,,
2022-03-16,156.83963012695312,157.24256780595263,151.79805049383225,154.34341096119434,102300200.0,AAPL,0.029015359482653214,159.3668197631836,,,,,,,,,,,,,,,,,,,,
2022-03-17,157.85186767578125,158.2253235486575,154.91340697863026,155.87651344487975,75615400.0,AAPL,0.006453965416832297,158.78059768676758,,,,,,,,,,,,,,,,,,,,
2022-03-18,161.15399169921875,161.64537478221072,157.00671727910074,157.7437919035887,123511700.0,AAPL,0.020919131791458323,158.53982009887696,,,,,,,,,,,,,,,,,,,,
2022-03-21,162.52984619140625,163.48313041290612,160.20068056976743,160.69206357071295,95811400.0,AAPL,0.008537514197944462,158.44547500610352,,,,,,,,,,,,,,,,,,,,
2022-03-22,165.91055297851562,166.50020354427738,162.06793455898944,162.6575851247512,81532000.0,AAPL,0.02080052904946461,158.66659545898438,,,,,,,,,,,,,,,,,,,,
2022-03-23,167.27662658691406,169.66474104201137,164.76073274272346,165.09488461775757,98062700.0,AAPL,0.00823379576448846,159.16485824584962,,,,,,,,,,,,,,,,,,,,
2022-03-24,171.0701141357422,171.13889996970468,167.27663612578863,168.11197837145693,90131400.0,AAPL,0.022677929524464124,159.72159652709962,,,,,,,,,,,,,,,,,,,,
2022-03-25,171.70892333984375,172.25927004993568,169.77287259452683,170.88340327470584,80546200.0,AAPL,0.003734195229417203,160.20659332275392,,,,,,,,,,,,,,,,,,,,
2022-03-28,172.57371520996094,172.70146459251646,169.03575161959526,169.20282003972102,90371900.0,AAPL,0.005036382811658635,160.72156295776367,,,,,,,,,,,,,,,,,,,,
2022-03-29,175.87583923339844,175.92496554492044,173.3009816876461,173.6449558432296,100589400.0,AAPL,0.019134571098617048,161.49598388671876,,,,,,,,,,,,,,,,,,,,
2022-03-30,174.7063446044922,176.51463074136956,173.65477761444038,175.47290101025155,92633200.0,AAPL,-0.0066495468280566294,162.04682693481445,,,,,,,,,,,,,,,,,,,,
2022-03-31,171.60079956054688,174.96185802360853,171.3944120690703,174.77513005413485,103049300.0,AAPL,-0.017775800020175425,162.45860748291017,,,,,,,,,,,,,,,,,,,,
2022-04-01,171.30592346191406,171.86610722889807,168.97677305266367,171.03075020663627,78751300.0,AAPL,-0.00171838417646053,163.00600662231446,,,,,,,,,,,,,,,,,,,,
2022-04-04,175.36477661132812,175.41391791306214,171.43371240572407,171.56147679106857,76468400.0,AAPL,0.02369359487044509,163.9465133666992,,,,,,,,,,,,,,,,,,,,
2022-04-05,172.0430145263672,175.22718178273516,171.41404488266946,174.44096597915822,73401800.0,AAPL,-0.018942014178384148,164.81232986450195,,,,,,,,,,,,,,,,,,,,
2022-04-06,168.86868286132812,170.63766465296877,167.19798366759716,169.38954763944744,89058800.0,AAPL,-0.0184508023983303,165.24867782592773,,,,,,,,,,,,,,,,,,,,
2022-04-07,169.1733856201172,170.3723616727419,166.92285745329926,168.21027887148895,77594700.0,AAPL,0.0018043769491544737,165.9179428100586,,,,,,,,,,,,,,,,,,,,
2022-04-08,167.15867614746094,168.8195531941642,166.28401495074868,168.8195531941642,76575500.0,AAPL,-0.011909139639614041,166.6727081298828,,,,,,,,,,,,,,,,,,,,
2022-04-11,162.8934783935547,166.11694994882637,162.6477868725991,165.80247259982983,72246700.0,AAPL,-0.025515862246621612,167.4161689758301,,,,,,,,,,,,,,,,,,,,
2022-04-12,164.7705841064453,166.9424890030797,163.76815838717138,165.12438053702303,79265200.0,AAPL,0.011523516665016498,168.03383865356446,,,,,,,,,,,,,,,,,,,,
2022-04-13,167.46334838867188,168.0923181339545,163.89591740962862,164.50522763279633,70618900.0,AAPL,0.01634250613863797,168.56502456665038,,,,,,,,,,,,,,,,,,,,
2022-04-14,162.44139099121094,168.318342665353,162.1956994829688,167.67953574643167,75329400.0,AAPL,-0.029988397137535427,168.79450073242188,,,,,,,,,,,,,,,,,,,,
2022-04-18,162.2252197265625,163.72885077484435,160.75107046386879,161.09502962767093,69023900.0,AAPL,-0.0013307646735193357,168.84806213378906,,,,,,,,,,,,,,,,,,,,
2022-04-19,164.5150146484375,164.92778954530513,161.0851710674028,162.17604187582518,67723800.0,AAPL,0.01411491336386872,168.94732055664062,,,,,,,,,,,,,,,,,,,,
2022-04-20,164.34796142578125,165.9695343967265,163.23744599263426,165.851592274227,67929800.0,AAPL,-0.001015428427692422,168.86919097900392,,,,,,,,,,,,,,,,,,,,
2022-04-21,163.5519256591797,168.57386081804293,163.05072036783037,165.9990185433864,87227800.0,AAPL,-0.004843599882199068,168.68295593261718,,,,,,,,,,,,,,,,,,,,
2022-04-22,159.00173950195312,164.9769598952382,158.71674389745084,163.59127092738578,84882400.0,AAPL,-0.027821049118727847,168.07953720092775,,,,,,,,,,,,,,,,,,,,
2022-04-25,160.0729522705078,160.35794785043367,155.72912776950562,158.3432742820327,96046400.0,AAPL,0.006737113517814919,167.49773864746095,,,,,,,,,,,,,,,,,,,,
2022-04-26,154.09771728515625,159.54223452082468,154.01909420285892,159.45378917667253,95623200.0,AAPL,-0.03732819880309324,166.5739387512207,,,,,,,,,,,,,,,,,,,,
2022-04-27,153.87168884277344,157.0361817522216,152.70219483485,153.22305964573388,88063200.0,AAPL,-0.0014667864415184306,165.47373123168944,,,,,,,,,,,,,,,,,,,,
2022-04-28,160.81983947753906,161.68467841985887,156.19100467866673,156.50549701980856,130216800.0,AAPL,0.045155484332567886,164.7794059753418,,,,,,,,,,,,,,,,,,,,
2022-04-29,154.93307495117188,163.33572839193604,154.53997449609216,159.05086744995398,131747600.0,AAPL,-0.03660471584533176,163.94601974487304,,,,,,,,,,,,,,,,,,,,
2022-05-02,155.23773193359375,155.5030679702358,150.6285567574635,154.009274370481,123055300.0,AAPL,0.001966377950724185,163.14261016845703,,,,,,,,,,,,,,,,,,,,
2022-05-03,156.73153686523438,157.94034999172632,153.62600731797474,155.42445612408045,88966500.0,AAPL,0.009622692325082616,162.21094818115233,,,,,,,,,,,,,,,,,,,,
2022-05-04,163.15882873535156,163.61089273431188,156.5153204398764,156.91825813151257,108256500.0,AAPL,0.041008287155658296,161.76673889160156,,,,,,,,,,,,,,,,,,,,
2022-05-05,154.0682373046875,161.2522547050873,152.2795959021098,161.0262227132276,130525300.0,AAPL,-0.05571620917559583,161.02671661376954,,,,,,,,,,,,,,,,,,,,
2022-05-06,154.79656982421875,156.92246733373918,151.7455123790077,153.54661873975235,116124600.0,AAPL,0.004727337264791798,160.3078758239746,,,,,,,,,,,,,,,,,,,,
2022-05-09,149.65896606445312,153.36944186699063,149.0979741892278,152.48364388073944,131577900.0,AAPL,-0.03318939021452283,159.43289031982422,,,,,,,,,,,,,,,,,,,,
2022-05-10,152.07029724121094,154.2650965784608,150.5152434800802,153.0643590542694,115366700.0,AAPL,0.016112173163880694,158.89173126220703,,,,,,,,,,,,,,,,,,,,
2022-05-11,144.186767578125,152.9954442320576,143.5076602631258,151.07623770131187,142689800.0,AAPL,-0.05184135104688614,157.862540435791,,,,,,,,,,,,,,,,,,,,
2022-05-12,140.3089599609375,143.89148337119573,136.60833616921673,140.5156506463481,182602000.0,AAPL,-0.026894337686614533,156.50482101440429,,,,,,,,,,,,,,,,,,,,
2022-05-13,144.78713989257812,145.7615132406745,140.85029972421802,142.3069263815123,113990900.0,AAPL,0.03191656422289335,155.62210845947266,,,,,,,,,,,,,,,,,,,,
2022-05-16,143.2418975830078,145.1906439345295,141.90337156179376,143.25174929311245,86643800.0,AAPL,-0.010672510767992027,154.6729423522949,,,,,,,,,,,,,,,,,,,,
2022-05-17,146.88351440429688,147.40514453340242,144.36392404181558,146.50950977669152,78336300.0,AAPL,0.02542284682579532,153.7913673400879,,,,,,,,,,,,,,,,,,,,
2022-05-18,138.59646606445312,145.0331931657119,137.69097960525806,144.5312514480339,109742900.0,AAPL,-0.05641918613843655,152.5037925720215,,,,,,,,,,,,,,,,,,,,
2022-05-19,135.18125915527344,139.4232021551722,134.4431016025898,137.67130943156462,136095600.0,AAPL,-0.024641370780633554,151.08525924682618,,,,,,,,,,,,,,,,,,,,
2022-05-20,135.41744995117188,138.47834364409812,130.51608836864122,136.89376494741566,137426100.0,AAPL,0.001747215533975277,149.90604476928712,,,,,,,,,,,,,,,,,,,,
2022-05-23,140.85028076171875,140.99790624101624,135.47648804751876,135.6142768341469,117726300.0,AAPL,0.040119133926283634,148.94491119384764,,,,,,,,,,,,,,,,,,,,
2022-05-24,138.14370727539062,139.72828587372672,135.16155236949282,138.58659874320531,104132700.0,AAPL,-0.019215960889044537,148.14721069335937,,,,,,,,,,,,,,,,,,,,
2022-05-25,138.30120849609375,139.55114451962976,136.15562265268915,136.2441979580696,92482700.0,AAPL,0.0011401259153205334,147.3686866760254,,,,,,,,,,,,,,,,,,,,
2022-05-26,141.50973510742188,142.0608903922334,134.97458026863987,135.22063280777752,90601500.0,AAPL,0.023199555855065057,146.40318145751954,,,,,,,,,,,,,,,,,,,,
2022-05-27,147.27720642089844,147.31656821908913,142.96636115304457,143.09431327841077,90978500.0,AAPL,0.040756710547853015,146.02038803100587,,,,,,,,,,,,,,,,,,,,
2022-05-31,146.48980712890625,148.28107646818216,144.52138720505258,146.71618623300301,103718400.0,AAPL,-0.005346375797907976,145.58299179077147,,,,,,,,,,,,,,,,,,,,
2022-06-01,146.36187744140625,149.3440325752995,145.34812731297455,147.5330747402819,74286600.0,AAPL,-0.0008733009484231946,145.06450881958008,,,,,,,,,,,,,,,,,,,,
2022-06-02,148.8223876953125,148.88143788729292,144.54106856251593,145.49575338046964,72348100.0,AAPL,0.01681114165053854,144.34768676757812,,,,,,,,,,,,,,,,,,,,
2022-06-03,143.08447265625,145.63357327354205,142.17900114416437,144.58046123211946,88570300.0,AAPL,-0.03855545612404676,143.79849853515626,,,,,,,,,,,,,,,,,,,,
2022-06-06,143.83245849609375,146.2240967666152,142.61203260738884,144.70840485443364,71598400.0,AAPL,0.005227582182454782,143.25029296875,,,,,,,,,,,,,,,,,,,,
2022-06-07,146.36187744140625,146.64729173693155,141.82466868695218,142.07072118986648,67808200.0,AAPL,0.017585870197589504,143.08543853759767,,,,,,,,,,,,,,,,,,,,
2022-06-08,145.62371826171875,147.50354794884595,145.13161326153673,146.23392365623158,53950200.0,AAPL,-0.0050433841967011395,142.76310958862305,,,,,,,,,,,,,,,,,,,,
2022-06-09,140.38771057128906,145.61386314826538,140.2794468730643,144.75760527366657,69473000.0,AAPL,-0.03595573408597763,142.57315673828126,,,,,,,,,,,,,,,,,,,,
2022-06-10,134.9647216796875,138.53739375627023,134.89581977133565,138.06497716276021,91437900.0,AAPL,-0.038628658231788515,142.30594482421876,,,,,,,,,,,,,,,,,,,,
2022-06-13,129.79762268066406,133.0651921487905,129.3645678675484,130.77198099232118,122207100.0,AAPL,-0.03828481202137057,141.55646896362305,,,,,,,,,,,,,,,,,,,,
2022-06-14,130.66371154785156,131.77587363104502,129.40392397478837,131.02787945261767,84784300.0,AAPL,0.006672609631058535,140.92755966186525,,,,,,,,,,,,,,,,,,,,
2022-06-15,133.2915802001953,135.1714252868018,130.07322365850183,132.1695811727179,91533000.0,AAPL,0.020111694526459,140.24796295166016,,,,,,,,,,,,,,,,,,,,
2022-06-16,128.00636291503906,130.29957424502024,127.00246441029934,129.99447151756362,108123900.0,AAPL,-0.039651546460910736,139.71845779418945,,,,,,,,,,,,,,,,,,,,
2022-06-17,129.48268127441406,130.97868486516475,127.76031356055556,128.0162178037558,134520300.0,AAPL,0.01153316386588421,139.43352890014648,,,,,,,,,,,,,,,,,,,,
2022-06-21,133.72462463378906,134.8958370832566,131.21490083390682,131.31331283551427,81000500.0,AAPL,0.032760700640613205,139.34888763427733,,,,,,,,,,,,,,,,,,,,
2022-06-22,133.21282958984375,135.5847642777482,131.7955647861074,132.66165937450523,73409200.0,AAPL,-0.0038272311127953706,138.9670150756836,,,,,,,,,,,,,,,,,,,,
2022-06-23,136.08673095703125,136.40167037101077,133.48841696582116,134.65962935518908,72433800.0,AAPL,0.021573758143536903,138.86416625976562,,,,,,,,,,,,,,,,,,,,
2022-06-24,139.42320251464844,139.66925503284406,137.56304607780373,137.6909831751248,89116800.0,AAPL,0.024517243776475572,138.92026596069337,,,,,,,,,,,,,,,,,,,,
2022-06-27,139.42320251464844,141.2243087499828,138.74409516157192,140.4467743824865,70207900.0,AAPL,0.0,138.8159393310547,,,,,,,,,,,,,,,,,,,,
2022-06-28,135.2698516845703,141.15542444919123,135.1517512668135,139.88579990473832,67083400.0,AAPL,-0.02978952394700407,138.21557159423827,,,,,,,,,,,,,,,,,,,,
2022-06-29,137.0315704345703,138.44883540642064,134.51199493699397,135.2895293397043,66242400.0,AAPL,0.013023735356109345,137.74265975952147,,,,,,,,,,,,,,,,,,,,
2022-06-30,134.5612030029297,136.1851436237319,131.65778627775248,135.08283314259847,98964500.0,AAPL,-0.018027724733842843,137.15262603759766,,,,,,,,,,,,,,,,,,,,
2022-07-01,136.73629760742188,136.84456131567046,133.51794149629842,133.89193111018585,71051600.0,AAPL,0.016164351655245213,136.54832153320314,,,,,,,,,,,,,,,,,,,,
2022-07-05,139.32476806640625,139.3739815709903,134.76787086684834,135.59461869744254,73353800.0,AAPL,0.018930382819169367,136.36033630371094,,,,,,,,,,,,,,,,,,,,
2022-07-06,140.66329956054688,141.84434862551257,138.85235665974255,139.11809758016227,74064300.0,AAPL,0.009607275954715,136.2018783569336,,,,,,,,,,,,,,,,,,,,
2022-07-07,144.0391387939453,144.23597778940012,141.0176069003368,141.0274435938611,66253700.0,AAPL,0.023999431578422215,136.08574142456055,,,,,,,,,,,,,,,,,,,,
2022-07-08,144.71826171875,145.22021853397652,142.71047951141156,142.96636875790045,64547800.0,AAPL,0.004714849939336352,136.04046859741212,,,,,,,,,,,,,,,,,,,,
2022-07-11,142.58250427246094,144.3245602553875,141.50971892875648,143.36987531125314,63141600.0,AAPL,-0.014758036898202653,136.15020828247071,,,,,,,,,,,,,,,,,,,,
2022-07-12,143.55685424804688,146.1059542427383,142.7596466450458,143.45842725252902,77588800.0,AAPL,0.0068335871961124894,136.57981491088867,,,,,,,,,,,,,,,,,,,,
2022-07-13,143.1927490234375,144.137582416121,139.87595039979414,140.73222349561757,71185600.0,AAPL,-0.002536313758869757,137.24957122802735,,,,,,,,,,,,,,,,,,,,
2022-07-14,146.12567138671875,146.5980880188513,140.9880935814835,141.80498974783282,78140700.0,AAPL,0.02048233854914816,138.0226692199707,,,,,,,,,,,,,,,,,,,,
2022-07-15,147.79881286621094,148.47792016432717,145.85991797831633,147.4149715696043,76259900.0,AAPL,0.011450017396767098,138.74803085327147,,,,,,,,,,,,,,,,,,,,
2022-07-18,144.74777221679688,149.17671722622794,144.38360430388153,148.3598211223461,81420900.0,AAPL,-0.020643201323788052,139.58510131835936,,,,,,,,,,,,,,,,,,,,
2022-07-19,148.61572265625,148.8420867705286,144.59030701772662,145.58435379595355,82982400.0,AAPL,0.02672200324893348,140.54175338745117,,,,,,,,,,,,,,,,,,,,
2022-07-20,150.62350463867188,151.29277530503674,147.99566551668846,148.73382307964516,64823400.0,AAPL,0.013509889441952971,141.3866973876953,,,,,,,,,,,,,,,,,,,,
2022-07-21,152.8970489501953,153.1135763791581,149.5408888191267,152.06046433667046,65086600.0,AAPL,0.01509421996903737,142.37090835571288,,,,,,,,,,,,,,,,,,,,
2022-07-22,151.65692138671875,153.8123437761435,150.98766576840873,152.93639744167695,66675400.0,AAPL,-0.008110866573236009,143.14941787719727,,,,,,,,,,,,,,,,,,,,
2022-07-25,150.534912109375,152.5919073451431,149.87549323073483,151.5781722761147,53623900.0,AAPL,-0.007398338744347033,143.7050033569336,,,,,,,,,,,,,,,,,,,,
2022-07-26,149.2062530517578,150.67271644888328,148.4188819899041,149.85582028627226,55138700.0,AAPL,-0.008826251923884754,144.19415588378905,,,,,,,,,,,,,,,,,,,,
2022-07-27,154.3142852783203,154.84576710893515,149.75740301368916,150.17076942758217,78620700.0,AAPL,0.03423470613386814,145.14637756347656,,,,,,,,,,,,,,,,,,,,
2022-07-28,154.865478515625,155.1508928612319,151.97189817076023,154.50131053527133,81378700.0,AAPL,0.003571887309788302,146.0380729675293,,,,,,,,,,,,,,,,,,,,
2022-07-29,159.9439697265625,161.04629519406532,156.98150288420325,158.69403377664,101786900.0,AAPL,0.032792919762457684,147.30721130371094,,,,,,,,,,,,,,,,,,,,
2022-08-01,158.95974731445312,161.00690586019908,158.34954193697632,158.46764232800993,67829400.0,AAPL,-0.006153544980732839,148.4183837890625,,,,,,,,,,,,,,,,,,,,
2022-08-02,157.48345947265625,159.84557282503414,157.10946983070068,157.57204979903847,59907000.0,AAPL,-0.009287180350610935,149.326318359375,,,,,,,,,,,,,,,,,,,,
2022-08-03,163.50680541992188,163.95953359141228,158.2117510307237,158.30032632281717,82507500.0,AAPL,0.038247483052729514,150.46849365234374,,,,,,,,,,,,,,,,,,,,
2022-08-04,163.19189453125,164.5501094435261,161.8336796189739,163.38873357210807,55474100.0,AAPL,-0.0019259803153949262,151.42613143920897,,,,,,,,,,,,,,,,,,,,
2022-08-05,162.9651641845703,163.45795268825668,160.64905220175967,160.85602999034109,56697000.0,AAPL,-0.001389348088218112,152.3384765625,,,,,,,,,,,,,,,,,,,,
2022-08-08,162.49212646484375,165.38972616560417,161.83179147106824,163.97049243145898,60276900.0,AAPL,-0.002902692253853756,153.33395767211914,,,,,,,,,,,,,,,,,,,,
2022-08-09,162.54136657714844,163.4283949524473,160.89545469517256,161.65435324056202,63135500.0,AAPL,0.0003030307583262726,154.2831832885742,,,,,,,,,,,,,,,,,,,,
2022-08-10,166.799072265625,166.89762095148,164.49281044366623,165.26155937141485,70170500.0,AAPL,0.026194597585444068,155.4634994506836,,,,,,,,,,,,,,,,,,,,
2022-08-11,166.05992126464844,168.52386446381027,165.76424507300587,167.60726977358985,57149200.0,AAPL,-0.0044313855643002276,156.46021194458007,,,,,,,,,,,,,,,,,,,,
2022-08-12,169.6178436279297,169.68682621240507,166.9567731335436,167.3707287952548,68039400.0,AAPL,0.021425533242371175,157.55116348266603,,,,,,,,,,,,,,,,,,,,
2022-08-15,170.6920928955078,170.8892052991509,168.87863472005176,169.046181015084,54091700.0,AAPL,0.0063333505756304476,158.84837951660157,,,,,,,,,,,,,,,,,,,,
